concave,1,2,convex,4,5,linear,7,8
,,1483,,,1292.857143,1,2356,2906.5
,,1477.5,,,1292.857143,4,2370,2906.5
,,1477.5,,,1292.857143,4,2515,1226.2
,,1005.666667,,,1292.857143,6,2789,1226.2
,,1005.666667,,,1292.857143,4,3131,1226.2
,,1005.666667,,,1292.857143,4,3582,1226.2
,,794.5,,,1292.857143,3,4232,1226.2
,,794.5,,,1297.428571,5,4764,3266
,,794.5,,,1297.428571,3,5507,3266
,,794.5,,,1297.428571,4,5988,1751.75
,,1638,,,1297.428571,2,6428,1751.75
,,1638,,,1297.428571,5,7161,1751.75
,,1646.5,,,1297.428571,4,7645,1751.75
,,1646.5,,,1297.428571,3,7848,2527.666667
,,3340,,,1843.4,4,8223,2527.666667
,,1713.5,,,1843.4,3,8435,2527.666667
,,1713.5,,,1843.4,4,8511,8021
,,3565,,,1843.4,2,8570,2686.333333
,,1247.333333,,,1843.4,2,8369,2686.333333
,,1247.333333,,,1861.2,1,8265,2686.333333
,,1247.333333,,,1861.2,2,8014,3958.5
,,1286.333333,,,1861.2,2,7662,3958.5
,,1286.333333,,,1861.2,1,5159,6267
,,1286.333333,,,1861.2,1,4428,3231
,,1020.5,,,1890.6,1,3917,3135
,,1020.5,,,1890.6,2,2444,1971
,,1020.5,,,1890.6,3,2508,1971
,,1020.5,,,1890.6,3,2546,4177
,,1446.666667,,,1890.6,2,2805,1502.333333
,,1446.666667,,,9817,2,2944,1502.333333
,,1446.666667,,,9821,4,3127,1502.333333
,,2280.5,,,9814,2,3335,968.2
,,2280.5,,,5098.5,3,3475,968.2
,,2409,,,5098.5,3,3672,968.2
,,2409,,,3441.333333,1,3782,968.2
,,2445.5,,,3441.333333,2,3646,968.2
,,2445.5,,,3441.333333,3,3504,786
,,4787,,,5351.5,4,3437,786
,,4721,,,5351.5,3,3564,786
,,1533.666667,,,3681.666667,1,3702,786
,,1533.666667,,,3681.666667,2,3955,786
,,1533.666667,,,3681.666667,2,4349,786
,,1074.25,,,3706.666667,1,4815,786
,,1074.25,,,3706.666667,1,5500,1211.6
,,1074.25,,,3706.666667,2,6308,1211.6
,,1074.25,,,2770,3,6869,1211.6
,,4079,,,2770,1,7346,1211.6
,,2951,,,2770,3,7607,1211.6
,,1538.5,,,2770,4,7714,3366.5
,,1538.5,,,2788.25,1,7990,3366.5
,,1671,,,2788.25,2,8091,1868
,,1671,,,2788.25,1,8466,1868
,,3466,,,2788.25,1,8606,1868
,,3549,,,3732.333333,3,8767,1868
,,1835,,,3732.333333,2,8915,2030.75
,,1835,,,3732.333333,3,8830,2030.75
,,3702,,,2802,2,8585,2030.75
,,3695,,,2802,1,8413,2030.75
,,1845.5,,,2802,2,8096,1706
,,1845.5,,,2802,2,7679,1706
,,1197,,,3766,1,7393,1706
,,1197,,,3766,1,5615,1706
,,1197,,,3766,1,5473,1706
,,3042,,,3802,1,6212,3011
,,2696,,,3802,1,6192,3011
,,2763,,,3802,1,6018,3011
,,738,,,11631,1,5793,4598.5
,,738,,,5633,1,4290,4598.5
,,738,,,5633,1,4086,3105
,,738,,,10537,1,3665,3105
,,749.5,,,7253,1,3485,3105
,,749.5,,,3605,3,3496,4853.5
,,749.5,,,3605,2,3709,4853.5
,,749.5,,,7693,3,3838,3363.666667
,,603,,,6067,4,3964,3363.666667
,,603,,,3102,2,4197,3363.666667
,,603,,,3102,3,4477,5128
,,603,,,3155.5,4,4937,5128
,,603,,,3155.5,3,5160,5165
,,1060.333333,,,3269,2,5519,5165
,,1060.333333,,,3269,2,5922,763
,,1060.333333,,,3406.5,1,6107,719
,,1083,,,3406.5,1,777,292.6666667
,,1083,,,3514.5,3,766,292.6666667
,,1083,,,3514.5,3,808,292.6666667
,,3362,,,2395.666667,2,793,553.5
,,1725.5,,,2395.666667,3,803,553.5
,,1725.5,,,2395.666667,4,894,273.2
,,3552,,,1745,3,1113,273.2
,,3633,,,1745,1,1355,273.2
,,1195.333333,,,1745,3,1672,273.2
,,1195.333333,,,1745,2,1948,273.2
,,1195.333333,,,3411,2,2290,340.8
,,872.25,,,3411,2,2876,340.8
,,872.25,,,3364.5,2,3534,340.8
,,872.25,,,3364.5,1,4222,340.8
,,872.25,,,3402,2,4853,340.8
,,1127,,,3287,4,5327,416.6
,,1127,,,3246,3,5862,416.6
,,1127,,,3820,7,6351,416.6
,,1551,,,4101,5,6513,416.6
,,1551,,,2123,3,6682,416.6
,,1478,,,2123,7,6880,419.6666667
,,1478,,,1508,3,7211,419.6666667
,,2784,,,1508,6,7293,419.6666667
,,841,,,1508,1,7464,419.6666667
,,841,,,1232.5,1,7375,419.6666667
,,841,,,1232.5,1,7069,419.6666667
,,810.3333333,,,1232.5,1,6761,448
,,810.3333333,,,1232.5,2,5972,448
,,810.3333333,,,2779,4,5720,448
,,1177,,,2779,2,5517,448
,,1177,,,1239.2,1,5302,448
,,775.3333333,,,1239.2,1,5060,448
,,775.3333333,,,1239.2,2,5030,448
,,775.3333333,,,1239.2,2,4944,540.4285714
,,478.8,,,1239.2,1,4802,540.4285714
,,478.8,,,1131.5,1,3896,540.4285714
,,478.8,,,1131.5,2,3927,540.4285714
,,478.8,,,1131.5,2,3823,540.4285714
,,478.8,,,1131.5,4,3639,540.4285714
,,362.5714286,,,1131.5,4,3549,540.4285714
,,362.5714286,,,1131.5,5,3491,912.4
,,362.5714286,,,1468.4,3,3623,912.4
,,362.5714286,,,1468.4,2,3921,912.4
,,362.5714286,,,1468.4,2,4142,912.4
,,362.5714286,,,1468.4,1,4595,912.4
,,362.5714286,,,1468.4,1,4733,1368.5
,,585.2,,,2544.333333,2,4895,1368.5
,,585.2,,,2544.333333,2,5033,1368.5
,,585.2,,,2544.333333,1,5193,1368.5
,,585.2,,,2492.333333,2,5267,919.4285714
,,585.2,,,2492.333333,1,5441,919.4285714
,,414.625,,,2492.333333,1,5391,919.4285714
,,414.625,,,6990,1,5156,919.4285714
,,414.625,,,3261,1,4035,919.4285714
,,414.625,,,1710.5,2,3783,919.4285714
,,414.625,,,1710.5,2,3407,919.4285714
,,414.625,,,468,3,3223,913.125
,,414.625,,,468,3,3028,913.125
,,414.625,,,468,4,2946,913.125
,,765.4,,,468,4,3031,913.125
,,765.4,,,468,6,3187,913.125
,,765.4,,,468,4,3369,913.125
,,765.4,,,468,3,3519,913.125
,,765.4,,,468,5,3719,913.125
,,1077.25,,,584.7142857,3,4017,1381
,,1077.25,,,584.7142857,3,4198,1381
,,1077.25,,,584.7142857,3,4387,1381
,,1077.25,,,584.7142857,3,4541,1381
,,2353,,,584.7142857,3,4613,1381
,,2353,,,584.7142857,1,4632,1381
,,2461.5,,,584.7142857,1,4668,1169.5
,,2461.5,,,727.5,1,4685,1169.5
,,1738,,,727.5,1,5350,1169.5
,,1738,,,727.5,1,5546,1169.5
,,1738,,,727.5,1,5540,1169.5
,,5260,,,727.5,1,5424,1169.5
,,2746.5,,,727.5,1,5243,1169.5
,,2746.5,,,1217.5,1,4243,1169.5
,,5587,,,1217.5,2,3912,3449.666667
,,5710,,,1217.5,3,3746,3449.666667
,,5729,,,1217.5,3,3801,3449.666667
,,5648,,,886,4,4128,11178
,,5582,,,886,2,4611,11716
,,4542,,,886,4,5394,6088.5
,,2210,,,886,3,6199,6088.5
,,2210,,,886,4,7071,12729
,,4349,,,886,4,7835,6702.5
,,4143,,,1895,2,8263,6702.5
,,1089.5,,,1895,3,8676,3420
,,1089.5,,,1895,1,8852,3420
,,1089.5,,,5955,3,9399,3420
,,1089.5,,,3184,2,9650,3420
,,2154,,,3184,2,9906,7018
,,2154,,,3487,1,9985,7018
,,1425.333333,,,3487,1,9421,3481
,,1425.333333,,,1514.4,1,2655,3481
,,1425.333333,,,1514.4,1,3090,3481
,,1052.25,,,1514.4,3,3357,3481
,,1052.25,,,1514.4,2,5042,3478.5
,,1052.25,,,1514.4,2,5050,3478.5
,,1052.25,,,8029,4,4878,3478.5
,,1083,,,2826.666667,4,4824,3478.5
,,1083,,,2826.666667,1,4854,13851
,,1083,,,2826.666667,1,5036,5041
,,1083,,,2947.333333,1,5423,3791
,,1115.75,,,2947.333333,1,5665,1463
,,1115.75,,,2947.333333,2,5956,1463
,,1115.75,,,4614,2,6231,670.5
,,1115.75,,,4614,1,5793,670.5
,,766.8333333,,,3111.666667,2,5756,670.5
,,766.8333333,,,3111.666667,2,5797,670.5
,,766.8333333,,,3111.666667,2,5556,1283.5
,,766.8333333,,,4662.5,2,5313,1283.5
,,766.8333333,,,4662.5,2,5080,1380.5
,,766.8333333,,,9192,1,4889,1380.5
,,668.8571429,,,8912,2,1457,1529.5
,,668.8571429,,,838.75,2,1775,1529.5
,,668.8571429,,,838.75,4,2144,1153.333333
,,668.8571429,,,838.75,1,2427,1153.333333
,,668.8571429,,,838.75,2,2717,1153.333333
,,668.8571429,,,1759,1,3146,1258
,,668.8571429,,,1759,2,3349,1258
,,832.8333333,,,1907,3,3502,1258
,,832.8333333,,,1907,4,3630,1321
,,832.8333333,,,839,6,3777,1321
,,832.8333333,,,839,4,3971,1321
,,832.8333333,,,839,5,4140,1048.5
,,832.8333333,,,839,5,4407,1048.5
,,900.5,,,839,3,4515,1048.5
,,900.5,,,700.4285714,6,4507,1048.5
,,900.5,,,700.4285714,6,4638,1134.75
,,900.5,,,700.4285714,3,4539,1134.75
,,900.5,,,700.4285714,1,943,1134.75
,,900.5,,,700.4285714,1,977,1134.75
,,1970.666667,,,700.4285714,1,995,2382.5
,,1970.666667,,,700.4285714,1,958,2382.5
,,1970.666667,,,1464.5,3,930,2772.5
,,3163,,,1464.5,1,998,2772.5
,,3163,,,1464.5,1,1445,1488.25
,,1646.5,,,1464.5,1,1990,1488.25
,,1646.5,,,3333.5,2,1991,1488.25
,,1646.5,,,3333.5,2,1946,1488.25
,,1646.5,,,3952.5,1,1987,2073.333333
,,3422,,,3952.5,1,1994,2073.333333
,,3422,,,2328.25,2,2113,2073.333333
,,3400.5,,,2328.25,3,2231,3081
,,3400.5,,,2328.25,4,2408,3081
,,3333,,,2328.25,3,2643,6191
,,3333,,,2217.6,3,2903,6421
,,2169.666667,,,2217.6,1,3157,3269
,,2169.666667,,,2217.6,5,3512,3269
,,2169.666667,,,2217.6,9,3804,3468
,,1238.8,,,2217.6,9,4176,3468
,,1238.8,,,2105.833333,8,4387,3662.5
,,1238.8,,,2105.833333,8,4853,3662.5
,,1238.8,,,2105.833333,6,5288,3816.5
,,1238.8,,,2105.833333,6,5706,3816.5
,,5940,,,2105.833333,7,6119,7748
,,1919.666667,,,2105.833333,3,6550,7718
,,1919.666667,,,3428.5,2,6983,6143
,,1919.666667,,,3428.5,1,7450,5719
,,1400,,,3428.5,1,7467,5640
,,1400,,,3428.5,2,7579,5443
,,1400,,,3649.75,2,7822,5678
,,1400,,,3649.75,1,7530,5918
,,1837.666667,,,3649.75,1,7148,6020
,,1837.666667,,,3649.75,1,2317,6101
,,1837.666667,,,7364.5,1,2135,5531
,,1743.333333,,,7364.5,1,2101,1816.666667
,,1743.333333,,,5020.333333,2,2585,1816.666667
,,1743.333333,,,5020.333333,1,2997,1816.666667
,,1239,,,5020.333333,3,3434,5444
,,1239,,,7518.5,3,3812,2671.5
,,1239,,,7518.5,3,4283,2671.5
,,1239,,,2076.5,7,4767,1726.666667
,,1595.666667,,,2076.5,1,5252,1726.666667
,,1595.666667,,,2103.5,3,5784,1726.666667
,,1595.666667,,,2103.5,5,6379,1710.333333
,,1530.666667,,,2220,3,7104,1710.333333
,,1530.666667,,,2220,3,7950,1710.333333
,,1530.666667,,,2507,3,8554,2430.5
,,2173,,,2507,6,9185,2430.5
,,2173,,,5573,2,9809,2361.5
,,1319.666667,,,3142.5,1,9936,2361.5
,,1319.666667,,,3142.5,1,9669,2318.5
,,1319.666667,,,7504,2,2589,2318.5
,,3367,,,8231,2,2813,2305
,,631,,,5927,5,2984,2305
,,631,,,3122,2,3307,4546
,,631,,,3122,4,3500,4418
,,631,,,6321,2,3632,2192
,,783,,,6008,1,3766,2192
,,783,,,6226,1,3806,4554
,,783,,,6636,3,3354,1000.6
,,568.5,,,2182,2,3329,1000.6
,,568.5,,,2182,4,3532,1000.6
,,568.5,,,4384,2,3788,1000.6
,,568.5,,,4601,2,3898,1000.6
,,2205,,,5047,1,4147,1052.8
,,2175,,,1789.333333,3,4434,1052.8
,,2237,,,1789.333333,3,4509,1052.8
,,1145.5,,,1789.333333,1,4643,1052.8
,,1145.5,,,5846,1,4619,1052.8
,,1137,,,5924,1,4536,5998
,,1137,,,6588,2,4393,6365
,,589,,,3456.5,1,4173,6952
,,589,,,3456.5,2,2210,7182
,,589,,,3582.5,1,2208,6807
,,589,,,3582.5,2,2327,854
,,807.3333333,,,7442,4,2694,324
,,807.3333333,,,7584,4,3094,324
,,807.3333333,,,5808,6,3638,324
,,1223,,,1064.5,7,4036,298.75
,,1223,,,1064.5,6,4317,298.75
,,838,,,1183.5,5,4436,298.75
,,838,,,1183.5,3,4702,298.75
,,838,,,931.6666667,1,4938,213.7142857
,,880.6666667,,,931.6666667,2,5269,213.7142857
,,880.6666667,,,931.6666667,2,5373,213.7142857
,,880.6666667,,,1050,2,5407,213.7142857
,,897.3333333,,,1050,1,5451,213.7142857
,,897.3333333,,,1050,1,5397,213.7142857
,,897.3333333,,,1733,1,5167,213.7142857
,,688.5,,,1733,1,5187,344.8
,,688.5,,,574.7142857,1,4960,344.8
,,688.5,,,574.7142857,2,2571,344.8
,,688.5,,,574.7142857,2,2341,344.8
,,940.6666667,,,574.7142857,4,2421,344.8
,,940.6666667,,,574.7142857,5,2579,402.8
,,940.6666667,,,574.7142857,3,2930,402.8
,,1002.666667,,,574.7142857,7,3334,402.8
,,1002.666667,,,692.2857143,6,3890,402.8
,,1002.666667,,,692.2857143,8,4450,402.8
,,3036,,,692.2857143,6,4908,364.1666667
,,1535,,,692.2857143,8,5515,364.1666667
,,1535,,,692.2857143,10,6050,364.1666667
,,523.6666667,,,692.2857143,10,6703,364.1666667
,,523.6666667,,,692.2857143,6,7305,364.1666667
,,523.6666667,,,654.3333333,6,7913,364.1666667
,,523.6666667,,,654.3333333,4,8756,798.6666667
,,523.6666667,,,654.3333333,5,9244,798.6666667
,,523.6666667,,,654.3333333,4,9427,798.6666667
,,1097,,,654.3333333,1,9573,693.5
,,1097,,,654.3333333,2,9674,693.5
,,1097,,,654.3333333,1,9068,693.5
,,3473,,,654.3333333,1,8852,693.5
,,1754.5,,,654.3333333,1,8726,767.25
,,1754.5,,,1380.4,1,8794,767.25
,,1861,,,1380.4,1,8562,767.25
,,1861,,,1380.4,1,7220,767.25
,,3885,,,1380.4,1,4228,868.75
,,1880,,,1380.4,1,3733,868.75
,,1880,,,1631.4,1,4076,868.75
,,1910.5,,,1631.4,1,4245,868.75
,,1910.5,,,1631.4,1,4432,1322
,,1903.5,,,1631.4,2,4491,1322
,,1903.5,,,1631.4,1,4752,1322
,,1375.333333,,,1574.166667,1,5062,2135
,,1375.333333,,,1574.166667,2,5269,2135
,,1375.333333,,,1574.166667,3,5340,1524.333333
,,1440,,,1574.166667,2,5317,1524.333333
,,1440,,,1574.166667,1,5132,1524.333333
,,1440,,,1574.166667,2,5044,2366.5
,,4512,,,3514,1,5107,2366.5
,,1556,,,3514,1,5252,4864
,,1556,,,3514,1,5515,5047
,,1556,,,5598,2,5592,2500
,,1592,,,5598,1,5132,2500
,,1592,,,2973.75,1,4992,5013
,,1592,,,2973.75,2,5055,4674
,,1257.25,,,2973.75,3,4977,4568
,,1257.25,,,2973.75,1,5048,2185.5
,,1257.25,,,3206.75,3,5029,2185.5
,,1257.25,,,3206.75,4,4917,1050.5
,,5363,,,3206.75,2,4914,1050.5
,,5580,,,3206.75,1,4760,1050.5
,,3275,,,4497.333333,1,4680,1050.5
,,2873,,,4497.333333,2,4806,2011
,,2662,,,4497.333333,3,4863,2011
,,2698,,,3511.75,1,4888,1317.333333
,,2970,,,3511.75,1,5137,1317.333333
,,2253,,,3511.75,1,5550,1317.333333
,,727,,,3511.75,2,5909,1285.333333
,,727,,,3589,1,5751,1285.333333
,,727,,,3589,1,5703,1285.333333
,,1036.5,,,3589,1,5858,3558
,,1036.5,,,3589,1,5929,3323
,,519.5,,,4743.666667,2,6130,2734
,,519.5,,,4743.666667,1,5849,1311.5
,,519.5,,,4743.666667,4,1558,1311.5
,,519.5,,,4791.666667,3,1618,840.6666667
,,514,,,4791.666667,4,1814,840.6666667
,,514,,,4791.666667,5,1975,840.6666667
,,514,,,7134.5,5,2095,1287.5
,,514,,,7134.5,3,2390,1287.5
,,639.6666667,,,6915.5,4,2777,2608
,,639.6666667,,,6915.5,1,3074,1289
,,639.6666667,,,13281,1,3516,1289
,,954,,,1493,1,4045,2545
,,954,,,1722,2,4294,1348
,,1797,,,2060,3,4582,1348
,,1816,,,1274.5,4,4843,2759
,,1831,,,1274.5,3,4949,2924
,,1756,,,1022.333333,1,4939,2942
,,1698,,,1022.333333,3,5045,2888
,,1644,,,1022.333333,3,5148,1494.5
,,873.5,,,1835,2,5211,1494.5
,,873.5,,,1835,2,5408,779.5
,,463.25,,,947,2,5628,779.5
,,463.25,,,947,2,5819,779.5
,,463.25,,,947,1,5948,779.5
,,463.25,,,1344.5,3,5778,1113.666667
,,655.3333333,,,1344.5,3,5683,1113.666667
,,655.3333333,,,1354.5,2,5643,1113.666667
,,655.3333333,,,1354.5,2,5478,1150
,,700,,,931.3333333,2,5537,1150
,,700,,,931.3333333,4,5401,1150
,,700,,,931.3333333,1,5437,1793.5
,,735,,,950,1,5528,1793.5
,,735,,,950,2,5593,1279
,,735,,,950,3,5497,1279
,,605.25,,,1463,1,5393,1279
,,605.25,,,1463,2,5583,1991.5
,,605.25,,,977.6666667,2,6092,1991.5
,,605.25,,,977.6666667,4,6802,1378.333333
,,2627,,,977.6666667,3,7571,1378.333333
,,1356.5,,,1484.5,3,9338,1378.333333
,,1356.5,,,1484.5,2,9917,4263
,,1393.5,,,3131,2,10434,2233
,,1393.5,,,1586.5,1,10938,2233
,,2874,,,1586.5,1,11376,4686
,,1537,,,5320,2,11601,4993
,,1537,,,1368.5,1,3913,2675.5
,,721.75,,,1368.5,2,3517,2675.5
,,721.75,,,1368.5,1,3422,1839
,,721.75,,,1368.5,1,3394,1839
,,721.75,,,5801,1,3537,1839
,,465.1666667,,,2066.666667,2,3464,1853
,,465.1666667,,,2066.666667,2,3763,1853
,,465.1666667,,,2066.666667,3,3498,1853
,,465.1666667,,,2129.333333,1,3668,2867
,,465.1666667,,,2129.333333,1,3818,2867
,,465.1666667,,,2129.333333,1,4061,1434.25
,,313.3333333,,,6571,1,3360,1434.25
,,313.3333333,,,7049,1,3233,1434.25
,,313.3333333,,,1767,3,2195,1434.25
,,313.3333333,,,1820,2,2381,1448
,,313.3333333,,,1800,2,2484,1448
,,313.3333333,,,1735,1,3279,1448
,,313.3333333,,,908,1,3372,1448
,,313.3333333,,,1005,3,3529,3006.5
,,313.3333333,,,1145,1,3637,3006.5
,,475.6666667,,,1129,1,3848,1286.4
,,475.6666667,,,1127,2,3933,1286.4
,,475.6666667,,,610,1,3940,1286.4
,,475.6666667,,,610,1,3801,1286.4
,,475.6666667,,,671.5,2,3778,1286.4
,,475.6666667,,,671.5,3,3752,1387.6
,,735.5,,,731.5,1,3784,1387.6
,,735.5,,,731.5,1,3942,1387.6
,,735.5,,,811.5,2,4060,1387.6
,,735.5,,,811.5,4,4103,1387.6
,,1745,,,1828,3,4262,1844.25
,,552,,,1982,2,4314,1844.25
,,552,,,2107,2,4304,1844.25
,,1156,,,911.5,3,5537,1844.25
,,631,,,911.5,1,5624,1309.833333
,,631,,,361.2,1,5368,1309.833333
,,729,,,361.2,1,5370,1309.833333
,,729,,,361.2,2,4258,1309.833333
,,423.75,,,361.2,3,4259,1309.833333
,,423.75,,,361.2,1,4803,1309.833333
,,423.75,,,521.5,2,5059,923.8888889
,,423.75,,,521.5,3,5158,923.8888889
,,629,,,521.5,3,5122,923.8888889
,,629,,,521.5,3,5036,923.8888889
,,629,,,697.5,1,5034,923.8888889
,,1999,,,697.5,1,3640,923.8888889
,,448.4,,,697.5,1,3472,923.8888889
,,448.4,,,697.5,2,3733,923.8888889
,,448.4,,,1810.5,1,3717,923.8888889
,,448.4,,,1810.5,1,4074,2167.5
,,448.4,,,1496.666667,2,4348,2167.5
,,1212.5,,,1496.666667,2,4743,2167.5
,,1212.5,,,1496.666667,1,5368,2167.5
,,900.3333333,,,1693.333333,3,5744,2919
,,900.3333333,,,1693.333333,3,6201,2919
,,900.3333333,,,1693.333333,1,6471,2919
,,753,,,2803.5,1,6808,4375
,,753,,,2803.5,3,7033,4375
,,753,,,2142.666667,2,7060,2897.666667
,,753,,,2142.666667,3,7082,2897.666667
,,678.8,,,2142.666667,2,7150,2897.666667
,,678.8,,,1744,2,7506,8475
,,678.8,,,1744,1,5843,3027
,,678.8,,,1744,1,5772,3465
,,678.8,,,1744,1,5395,934.75
,,756,,,3798.5,2,5398,934.75
,,756,,,3798.5,1,4997,934.75
,,756,,,3999,2,4860,934.75
,,756,,,3999,1,4871,1905.5
,,756,,,1394.5,1,4766,1905.5
,,805.6,,,1394.5,1,5151,1975.5
,,805.6,,,1394.5,1,4326,1975.5
,,805.6,,,1394.5,1,3426,2023.5
,,805.6,,,1394.5,1,3620,2023.5
,,805.6,,,1394.5,2,3962,4171
,,2244.5,,,1755,3,4265,818.5
,,2244.5,,,1755,3,4412,818.5
,,982.2,,,1755,2,4530,929.5
,,982.2,,,1755,4,4631,929.5
,,982.2,,,1755,3,4760,675.6666667
,,982.2,,,1783,4,4894,675.6666667
,,982.2,,,1783,5,4843,675.6666667
,,2621.5,,,1783,9,4997,543.75
,,2621.5,,,1783,3,5313,543.75
,,5640,,,1783,2,5588,543.75
,,3016.5,,,2274.25,2,5852,543.75
,,3016.5,,,2274.25,1,6124,587
,,6574,,,2274.25,2,6442,587
,,3512.5,,,2274.25,1,6405,587
,,3512.5,,,2301.25,1,6329,587
,,7609,,,2301.25,1,5969,611.5
,,4049.5,,,2301.25,1,5205,611.5
,,4049.5,,,2301.25,1,4822,611.5
,,8478,,,3161,2,4487,611.5
,,9113,,,3161,1,4059,2599
,,4783.5,,,3161,1,4056,1370
,,4783.5,,,4774.5,1,4277,1370
,,5000.5,,,4774.5,2,4723,2926
,,5000.5,,,4804.5,2,5413,1466.5
,,10319,,,4804.5,1,6035,1466.5
,,10624,,,4788,1,6663,1533.5
,,10651,,,4788,1,7043,1533.5
,,5302.5,,,3105.333333,3,7433,1018
,,5302.5,,,3105.333333,1,7512,1018
,,2773,,,3105.333333,2,7321,1018
,,2599,,,2992.333333,1,7348,1547
,,1214.5,,,2992.333333,5,7317,1547
,,1214.5,,,2992.333333,2,7337,1545.5
,,2360,,,8610,3,7690,1545.5
,,2197,,,8122,2,7802,1515
,,526.25,,,3977,2,7994,1515
,,526.25,,,3977,3,7784,2944
,,526.25,,,3965,1,5325,2872
,,526.25,,,3965,1,4138,1436
,,1000.5,,,7845,2,3547,1436
,,1000.5,,,3801,1,3283,965
,,496,,,3801,1,3155,965
,,496,,,3726,2,3179,965
,,496,,,3726,4,3097,744.25
,,496,,,3632,4,3059,744.25
,,501.25,,,3632,3,2862,744.25
,,501.25,,,7234,3,2786,744.25
,,501.25,,,7208,5,2833,612.6
,,501.25,,,2359,3,2871,612.6
,,428.4,,,2359,4,3059,612.6
,,428.4,,,2359,2,3342,612.6
,,428.4,,,7057,1,3639,612.6
,,428.4,,,7144,4,4037,1654.5
,,428.4,,,7601,1,4388,1654.5
,,440.6,,,7399,3,4637,967.5
,,440.6,,,4051,1,5041,967.5
,,440.6,,,2079,1,5697,967.5
,,440.6,,,2079,1,6034,967.5
,,440.6,,,1493.333333,3,6409,4412
,,749.3333333,,,1493.333333,2,6687,1694.666667
,,749.3333333,,,1493.333333,2,7164,1694.666667
,,749.3333333,,,1153.75,3,7708,1694.666667
,,1155,,,1153.75,3,7937,1797.666667
,,1155,,,1153.75,1,8222,1797.666667
,,562.75,,,1153.75,2,8696,1797.666667
,,562.75,,,1617.333333,1,9103,1475.5
,,562.75,,,1617.333333,1,9409,1475.5
,,562.75,,,1617.333333,4,9686,1475.5
,,446.4,,,1716.666667,2,9708,1475.5
,,446.4,,,1716.666667,2,9685,1528.5
,,446.4,,,1716.666667,1,9651,1528.5
,,446.4,,,1819,1,6796,1528.5
,,446.4,,,1819,1,4213,1528.5
,,407,,,1819,1,4001,1278.8
,,407,,,1902,1,4186,1278.8
,,407,,,1902,3,4265,1278.8
,,407,,,1902,1,4482,1278.8
,,407,,,2943,1,4660,1278.8
,,407,,,2943,1,4777,2255.666667
,,435.1666667,,,5961,2,4980,2255.666667
,,435.1666667,,,2948.5,1,5666,2255.666667
,,435.1666667,,,2948.5,1,5612,2359.666667
,,435.1666667,,,2928.5,1,4807,2359.666667
,,435.1666667,,,2928.5,2,4931,2359.666667
,,435.1666667,,,5800,1,5166,1069.857143
,,558,,,6358,2,5394,1069.857143
,,558,,,3429,3,5573,1069.857143
,,558,,,3429,3,5723,1069.857143
,,558,,,7231,2,5924,1069.857143
,,558,,,7321,2,6002,1069.857143
,,561.2,,,6352,1,6135,1069.857143
,,561.2,,,1943.333333,1,6038,2639.666667
,,561.2,,,1943.333333,1,6302,2639.666667
,,561.2,,,1943.333333,1,2314,2639.666667
,,561.2,,,2804.5,1,2459,2070
,,569.4,,,2804.5,2,2560,2070
,,569.4,,,1864.666667,2,2652,2070
,,569.4,,,1864.666667,3,2702,2070
,,569.4,,,1864.666667,2,2761,1741
,,569.4,,,1957,2,2829,1741
,,995.6666667,,,1957,3,2933,1741
,,995.6666667,,,1957,5,3199,1741
,,995.6666667,,,6089,4,3512,1741
,,1001,,,2109.333333,5,3822,2243.75
,,1001,,,2109.333333,4,4115,2243.75
,,1001,,,2109.333333,6,4376,2243.75
,,3157,,,2164.333333,3,4702,2243.75
,,1658,,,2164.333333,2,4932,1866
,,1658,,,2164.333333,,,1866
,,501,,,3344,,,1866
,,501,,,3344,,,1866
,,501,,,6454,,,1866
,,501,,,6374,,,2353.5
,,501,,,6694,,,2353.5
,,501,,,2218.333333,,,2353.5
,,501,,,2218.333333,,,2353.5
,,611,,,2218.333333,,,2355.75
,,611,,,6252,,,2355.75
,,611,,,6182,,,2355.75
,,611,,,6238,,,2355.75
,,611,,,6045,,,9060
,,611,,,2634.5,,,8603
,,1242.333333,,,2634.5,,,2974.5
,,1242.333333,,,5225,,,2974.5
,,1242.333333,,,2604,,,5202
,,654.6666667,,,2604,,,2508
,,654.6666667,,,5235,,,2395
,,654.6666667,,,2558.5,,,1243
,,654.6666667,,,2558.5,,,1243
,,654.6666667,,,2598.5,,,1282.5
,,654.6666667,,,2598.5,,,1282.5
,,541.625,,,5233,,,2853
,,541.625,,,4605,,,3072
,,541.625,,,2946,,,3281
,,541.625,,,2928,,,3628
,,541.625,,,1503,,,3891
,,541.625,,,1503,,,1447.666667
,,541.625,,,641.2,,,1447.666667
,,541.625,,,641.2,,,1447.666667
,,673.4285714,,,641.2,,,2415
,,673.4285714,,,641.2,,,2415
,,673.4285714,,,641.2,,,1712.333333
,,673.4285714,,,501.4285714,,,1712.333333
,,673.4285714,,,501.4285714,,,1712.333333
,,673.4285714,,,501.4285714,,,1373.25
,,673.4285714,,,501.4285714,,,1373.25
,,814.6666667,,,501.4285714,,,1373.25
,,814.6666667,,,501.4285714,,,1373.25
,,814.6666667,,,501.4285714,,,1895.666667
,,814.6666667,,,4081,,,1895.666667
,,814.6666667,,,2352,,,1895.666667
,,814.6666667,,,2352,,,2954
,,645,,,922.5,,,2954
,,645,,,922.5,,,1984.333333
,,645,,,922.5,,,1984.333333
,,645,,,922.5,,,1984.333333
,,645,,,922.5,,,1534.25
