concave,1,2,convex,4,5,linear,7,8
,,2225,3,3561,2705.333333,2,4785,1141.333333
,,1107.25,2,3603,2753.333333,2,4718,1727.5
,,1107.25,4,3537,2753.333333,2,4693,1727.5
,,1107.25,2,3569,2753.333333,1,4572,1773
,,1107.25,1,3494,2778.333333,2,4465,1773
,,734.1666667,1,3287,2778.333333,2,4330,1211
,,734.1666667,1,3068,2778.333333,5,4336,1211
,,734.1666667,3,2820,2840,4,4252,1211
,,734.1666667,2,2952,2840,3,4232,1168.333333
,,734.1666667,1,3144,2840,3,4153,1168.333333
,,734.1666667,1,3329,2119,3,4087,1168.333333
,,906.8,1,3742,2119,3,4050,1666
,,906.8,2,3821,2119,3,4022,1666
,,906.8,2,3926,2119,3,4115,1227
,,906.8,1,4141,4336,3,4229,418.6666667
,,906.8,3,4476,4336,4,4424,418.6666667
,,1121.5,2,4716,4359.5,4,4449,418.6666667
,,1121.5,2,4880,4359.5,2,4760,712
,,1121.5,2,5194,4366.5,1,5067,712
,,1121.5,1,5155,4366.5,2,5383,345.8
,,757.5,1,5273,4327,1,5882,345.8
,,757.5,1,5320,4327,2,6328,345.8
,,757.5,1,4845,4276,1,6678,345.8
,,757.5,1,4785,4276,2,6941,345.8
,,757.5,1,5010,8331,7,7398,414.2
,,757.5,1,5133,8084,5,7703,414.2
,,1176.75,3,5489,2733,5,7869,414.2
,,1176.75,3,5631,2733,4,8082,414.2
,,1176.75,2,6075,2540,5,8426,414.2
,,1176.75,2,6351,2540,1,8130,1158.5
,,1206.5,2,6194,1249.75,2,6026,1158.5
,,1206.5,2,6156,1249.75,1,5931,915
,,1206.5,2,6135,1249.75,1,6374,915
,,1206.5,2,6322,1249.75,1,5628,915
,,1647.333333,4,6774,1795,1,2896,781.75
,,1647.333333,5,6958,1795,2,2840,781.75
,,1647.333333,1,7318,1795,2,3052,781.75
,,1697.666667,1,7755,1949.333333,2,3249,781.75
,,1697.666667,1,7946,1949.333333,4,3384,913.5
,,1697.666667,1,8112,1949.333333,3,3460,913.5
,,2676.5,1,7483,1532.25,3,3549,913.5
,,2676.5,1,7071,1532.25,2,3713,913.5
,,5822,1,6393,1532.25,2,4061,1082.75
,,6132,2,6817,1532.25,1,4570,1082.75
,,6408,3,4919,1621,2,5347,1082.75
,,2123,2,4827,1621,2,5387,1082.75
,,2123,1,4975,1621,2,5380,1034
,,2123,2,5259,1621,1,5407,1034
,,1254.6,1,5549,3370.5,1,5228,1034
,,1254.6,2,6957,3370.5,2,5298,1034
,,1254.6,3,7148,7997,2,5398,1034
,,1254.6,2,7518,2114,2,5391,1162.6
,,1254.6,2,8077,2114,1,5293,1162.6
,,6285,4,8756,2114,1,5133,1162.6
,,6034,3,9858,2114,1,4936,1162.6
,,5872,2,10421,2166.75,2,3157,1162.6
,,1978.5,2,10874,2166.75,1,2497,1093.5
,,1978.5,2,11547,2166.75,1,2589,1093.5
,,1636,4,11821,2166.75,1,2939,1093.5
,,1636,3,12095,4565.5,1,3127,1093.5
,,3003,2,12009,4565.5,2,3266,1093.5
,,2672,2,11455,2330.75,1,3581,1093.5
,,1836,1,11129,2330.75,1,4281,1464.8
,,923,1,10793,2330.75,5,4474,1464.8
,,923,4,10781,2330.75,4,4673,1464.8
,,595.6666667,3,10692,3110.333333,4,5003,1464.8
,,595.6666667,1,10316,3110.333333,3,5247,1464.8
,,595.6666667,1,9923,3110.333333,3,5359,2037.75
,,629,2,6777,3094.666667,5,5380,2037.75
,,629,1,6965,3094.666667,3,5356,2037.75
,,629,1,7125,3094.666667,3,5403,2037.75
,,623.6666667,3,7350,4651.5,3,5603,4432
,,623.6666667,1,7333,4651.5,4,5837,4432
,,623.6666667,1,7363,9258,2,5956,4821.5
,,474.75,1,7324,4635,3,6099,4821.5
,,474.75,2,7191,4635,2,5985,3293
,,474.75,4,6893,9319,2,4505,3293
,,474.75,1,6817,9001,2,4365,3293
,,387.6,1,6659,8536,4,4405,4988
,,387.6,1,6377,4543,4,4571,4988
,,387.6,2,6440,4510,5,4613,9922
,,387.6,5,6603,2235.5,5,4602,2735
,,387.6,4,6727,2235.5,4,4521,2444
,,325.8333333,4,6771,2230,3,4682,1184.5
,,325.8333333,3,6953,2230,1,5019,1184.5
,,325.8333333,3,6970,2359,2,5464,781.3333333
,,325.8333333,6,7281,2359,2,6156,781.3333333
,,325.8333333,4,7708,2537.5,2,6700,781.3333333
,,325.8333333,4,8121,2537.5,3,7230,824.3333333
,,679.6666667,3,8617,2628,2,7730,824.3333333
,,679.6666667,5,9191,2628,2,8310,824.3333333
,,679.6666667,5,10155,1856,5,8830,888
,,1085.5,1,11335,1856,3,9014,888
,,1085.5,2,12657,1856,1,9631,888
,,1211,2,13270,5759,2,9714,1502.5
,,1211,3,14123,2888,2,9702,1502.5
,,869.6666667,3,14389,2888,4,9596,903.25
,,869.6666667,4,14474,2999.5,3,9418,903.25
,,869.6666667,1,14522,2999.5,3,9120,903.25
,,1478,1,13974,1997,2,9227,903.25
,,1478,3,13495,1997,1,4974,715.6666667
,,1134,1,13129,1997,1,4485,715.6666667
,,1134,1,2599,2062,1,4177,715.6666667
,,1134,3,2638,2062,1,4249,715.6666667
,,1246.333333,2,2901,2062,1,4229,715.6666667
,,1246.333333,4,3360,2098,1,4184,715.6666667
,,1246.333333,6,3746,2098,2,4211,1208.5
,,1445.666667,5,4386,2098,2,4359,1208.5
,,1445.666667,3,5176,6255,1,4570,1208.5
,,1445.666667,5,6099,5537,1,4854,1208.5
,,2485.5,6,7202,2805,1,5125,1360.5
,,2485.5,4,8204,2805,1,5381,1360.5
,,2714.5,6,9235,2886,2,5470,1360.5
,,2714.5,5,10684,2886,1,5590,1360.5
,,5766,6,11932,5807,4,5561,1245
,,5920,11,12900,4247,3,5371,1245
,,2961,8,14191,4186,1,4188,1245
,,2961,8,15031,4370,1,3877,1245
,,6246,4,16085,4797,2,3715,1245
,,2138,4,16227,6857,2,3577,1755.75
,,2138,1,15980,7271,2,3575,1755.75
,,2138,1,15812,7489,6,3557,1755.75
,,3242,1,4135,3786,2,3553,1755.75
,,3242,1,4251,3786,1,3607,1901.25
,,3235.5,2,4985,7529,2,3900,1901.25
,,3235.5,,,5016,2,4139,1901.25
,,3211.5,,,3008,3,4510,1901.25
,,3211.5,,,3008,2,4796,2665.333333
,,6275,,,3351,2,5082,2665.333333
,,6280,,,3351,2,5267,2665.333333
,,5735,,,3555,1,5497,2032.75
,,5590,,,3555,2,5951,2032.75
,,2655,,,2402.333333,1,6710,2032.75
,,2655,,,2402.333333,3,7621,2032.75
,,1306,,,2402.333333,3,8115,1651.8
,,1306,,,3579.5,2,8602,1651.8
,,1306,,,3579.5,1,8801,1651.8
,,1306,,,3576,2,8784,1651.8
,,2481.5,,,3576,1,8829,1651.8
,,2481.5,,,2439.666667,1,8676,1729.4
,,1539,,,2439.666667,2,8472,1729.4
,,1539,,,2439.666667,2,8497,1729.4
,,1539,,,7421,3,8363,1729.4
,,1408,,,3753.5,3,8167,1729.4
,,1408,,,3753.5,2,7616,4416
,,1408,,,7432,1,6047,4416
,,1317.666667,,,7179,1,5868,4587.5
,,1317.666667,,,6177,2,4949,4587.5
,,1317.666667,,,4312,2,4619,4634
,,1843,,,2308,3,4354,4634
,,1843,,,2308,2,4112,4511
,,1571,,,4914,1,4037,4511
,,1571,,,2542.5,1,4054,7027
,,1014.666667,,,2542.5,1,4114,6669
,,1014.666667,,,1784.333333,1,3266,2337
,,1014.666667,,,1784.333333,1,3546,1158.5
,,3129,,,1784.333333,3,3530,1158.5
,,1569.5,,,1868,3,3702,1251
,,1569.5,,,1868,2,3862,1251
,,1544,,,1868,2,4053,2808
,,1544,,,5866,1,4227,4556
,,1526.5,,,1498,5,4628,4807
,,1526.5,,,1498,5,5003,5173
,,1564,,,1498,5,5315,2781
,,1564,,,1498,3,5857,2781
,,680,,,3017,3,6477,2996.5
,,680,,,3017,1,7073,2996.5
,,680,,,2013.333333,2,7880,884.4285714
,,680,,,2013.333333,2,8421,884.4285714
,,680,,,2013.333333,2,8651,884.4285714
,,460,,,2035.666667,2,8947,884.4285714
,,460,,,2035.666667,1,9154,884.4285714
,,460,,,2035.666667,1,9254,884.4285714
,,460,,,2077.333333,1,9275,884.4285714
,,460,,,2077.333333,3,9437,1571.25
,,460,,,2077.333333,3,9464,1571.25
,,460,,,3186,4,9710,1571.25
,,460,,,3186,5,9862,1571.25
,,489.375,,,1610.75,4,9932,1053.166667
,,489.375,,,1610.75,2,10049,1053.166667
,,489.375,,,1610.75,2,10318,1053.166667
,,489.375,,,1610.75,1,10380,1053.166667
,,489.375,,,3278.5,1,10330,1053.166667
,,489.375,,,3278.5,1,5665,1053.166667
,,489.375,,,2259.333333,1,6170,2215
,,489.375,,,2259.333333,1,6418,2215
,,864.4,,,2259.333333,1,6287,2215
,,864.4,,,6977,3,6277,1170.333333
,,864.4,,,7194,2,6291,1170.333333
,,864.4,,,2340.5,1,2371,1170.333333
,,864.4,,,2340.5,1,2417,1170.333333
,,2366,,,5328,2,2559,1170.333333
,,2366,,,3512,2,2728,1170.333333
,,1246.75,,,956.75,2,2857,1418.4
,,1246.75,,,956.75,5,3120,1418.4
,,1246.75,,,956.75,1,3426,1418.4
,,1246.75,,,956.75,2,3994,1418.4
,,5247,,,2060,3,4497,1418.4
,,1823,,,2060,1,5033,1055.571429
,,1823,,,4649,3,5810,1055.571429
,,1823,,,5187,3,6223,1055.571429
,,2806,,,1866,4,6673,1055.571429
,,2806,,,1866,4,6891,1055.571429
,,1945.666667,,,1866,2,7099,1055.571429
,,1945.666667,,,3027.5,3,7401,1055.571429
,,1945.666667,,,3027.5,4,7474,1255.833333
,,2000.333333,,,2128.333333,4,7564,1255.833333
,,2000.333333,,,2128.333333,2,7636,1255.833333
,,2000.333333,,,2128.333333,1,7663,1255.833333
,,6113,,,1351.8,1,7374,1255.833333
,,3250,,,1351.8,4,2949,1255.833333
,,3250,,,1351.8,2,3221,1556.4
,,6746,,,1351.8,1,3643,1556.4
,,7091,,,1351.8,1,3656,1556.4
,,3600,,,3521.5,1,3663,1556.4
,,3600,,,3521.5,2,3576,1556.4
,,3675.5,,,1857,1,3486,1567.4
,,3675.5,,,1857,1,3473,1567.4
,,7408,,,1857,1,3536,1567.4
,,1417,,,1857,2,3715,1567.4
,,739,,,2562,1,3941,1567.4
,,739,,,2562,2,4210,1946.25
,,1544,,,2562,4,4389,1946.25
,,1531,,,7701,4,4458,1946.25
,,1507,,,3890,4,4573,1946.25
,,1424,,,3890,4,4912,2617.666667
,,461.6666667,,,7751,5,5263,2617.666667
,,461.6666667,,,3866.5,5,5697,2617.666667
,,461.6666667,,,3866.5,3,6111,2620.333333
,,338.75,,,2587.333333,2,6578,2620.333333
,,338.75,,,2587.333333,2,6811,2620.333333
,,338.75,,,2587.333333,3,6970,3102
,,338.75,,,7594,1,7151,3102
,,463.6666667,,,3688,3,7285,1965.666667
,,463.6666667,,,3688,2,7254,1965.666667
,,463.6666667,,,2435.666667,2,7232,1965.666667
,,214.8571429,,,2435.666667,2,7272,5694
,,214.8571429,,,2435.666667,2,7385,5744
,,214.8571429,,,3593,1,7441,1830
,,214.8571429,,,3593,1,4605,1830
,,214.8571429,,,3645,1,4554,1830
,,214.8571429,,,3645,1,4656,2284
,,214.8571429,,,3696.5,1,4716,2284
,,277.6666667,,,3696.5,1,4796,1160.25
,,277.6666667,,,2719.5,2,4826,1160.25
,,277.6666667,,,2719.5,5,4857,1160.25
,,277.6666667,,,2641,2,4893,1160.25
,,277.6666667,,,2641,2,4945,1514
,,277.6666667,,,5257,2,5007,1514
,,486,,,5484,2,5012,1514
,,486,,,5620,3,5056,4572
,,486,,,2759.5,2,5256,1531.333333
,,486,,,2759.5,1,5395,1531.333333
,,1149.5,,,5172,1,5305,1531.333333
,,1149.5,,,4892,2,5252,1509
,,1257.5,,,4532,1,5290,1509
,,1257.5,,,4585,2,5290,1509
,,1361,,,4595,1,5351,4466
,,1361,,,4694,1,5669,4608
,,2825,,,4654,1,6072,5887
,,1743,,,5058,1,6388,3193
,,526.6666667,,,5547,2,5585,3193
,,526.6666667,,,5984,2,5784,6394
,,526.6666667,,,3104,5,6062,6322
,,475,,,3104,1,6207,4661
,,475,,,6337,5,6571,1700
,,475,,,3299.5,5,7056,622.6666667
,,467,,,3299.5,5,7439,622.6666667
,,467,,,1344.2,2,7923,622.6666667
,,467,,,1344.2,3,8527,1011
,,478.6666667,,,1344.2,2,9071,1011
,,478.6666667,,,1344.2,2,9480,358.5
,,478.6666667,,,1344.2,1,5538,358.5
,,365.75,,,3304.5,2,5220,358.5
,,365.75,,,3304.5,3,3598,358.5
,,365.75,,,6361,3,3382,358.5
,,365.75,,,2703,4,3237,358.5
,,379.75,,,2703,6,3317,405.5
,,379.75,,,2831,5,3369,405.5
,,379.75,,,2831,6,3601,405.5
,,379.75,,,6537,3,4504,405.5
,,335.6,,,6921,4,5123,405.5
,,335.6,,,7082,5,5692,405.5
,,335.6,,,7313,2,6115,880.3333333
,,335.6,,,7234,6,6741,880.3333333
,,335.6,,,7710,7,7391,880.3333333
,,476.75,,,4011,5,8217,2821
,,476.75,,,4011,2,8790,2883
,,476.75,,,7835,2,9208,565.4
,,476.75,,,7596,1,9489,565.4
,,368.6666667,,,1842.5,2,9489,565.4
,,368.6666667,,,1842.5,2,9411,565.4
,,368.6666667,,,1896,1,9461,565.4
,,368.6666667,,,1896,1,9385,679
,,368.6666667,,,1304,2,9203,679
,,368.6666667,,,1304,1,8913,679
,,652.75,,,1304,1,5015,679
,,652.75,,,1088.5,1,5051,1385
,,652.75,,,1088.5,5,5013,1385
,,652.75,,,1088.5,4,5297,1395
,,1509.5,,,1088.5,3,5563,1395
,,1509.5,,,1235.25,3,5860,704.5
,,871.75,,,1235.25,2,6209,704.5
,,871.75,,,1235.25,3,6322,704.5
,,871.75,,,1235.25,2,6444,704.5
,,871.75,,,2865,1,6387,1385.5
,,970.25,,,2865,1,4955,1385.5
,,970.25,,,1673.5,1,2868,1368.5
,,970.25,,,1673.5,1,2838,1368.5
,,970.25,,,1673.5,2,3325,894.6666667
,,1422,,,1673.5,2,3706,894.6666667
,,1422,,,2424,3,4272,894.6666667
,,1422,,,2424,5,4847,2656
,,1159.25,,,2424,3,5696,1352.5
,,1159.25,,,2526.666667,6,6304,1352.5
,,1159.25,,,2526.666667,5,6852,2752
,,1159.25,,,2526.666667,4,7120,1397.5
,,1254.5,,,8107,4,7479,1397.5
,,1254.5,,,2667.333333,2,7818,2691
,,1254.5,,,2667.333333,2,7944,1021.5
,,1254.5,,,2667.333333,1,7904,1021.5
,,1034.8,,,9177,1,7784,781
,,1034.8,,,8972,1,7468,781
,,1034.8,,,1016.75,3,7146,514
,,1034.8,,,1016.75,2,6808,514
,,1034.8,,,1016.75,1,1261,514
,,871.3333333,,,1016.75,1,1244,1687
,,871.3333333,,,2137,2,1312,474.5
,,871.3333333,,,2137,3,1484,474.5
,,871.3333333,,,4543,4,1702,474.5
,,871.3333333,,,1223.5,1,2083,474.5
,,871.3333333,,,1223.5,3,2337,432.4
,,1374.5,,,1223.5,4,2426,432.4
,,1374.5,,,1223.5,2,2562,432.4
,,1374.5,,,2717.5,2,2788,432.4
,,1374.5,,,2717.5,2,2874,432.4
,,1441,,,3039,2,3095,420.3333333
,,1441,,,3039,2,3534,420.3333333
,,1441,,,1678.75,2,3972,420.3333333
,,1441,,,1678.75,3,4508,420.3333333
,,5940,,,1678.75,4,4835,420.3333333
,,3069,,,1678.75,3,5360,420.3333333
,,3069,,,1868.25,3,5603,924.6666667
,,1994,,,1868.25,4,6103,924.6666667
,,1994,,,1868.25,4,6800,924.6666667
,,1994,,,1868.25,4,7018,782.25
,,2931.5,,,4064.5,2,7226,782.25
,,2931.5,,,4064.5,1,2712,782.25
,,2876,,,2822.333333,3,2635,782.25
,,2876,,,2822.333333,5,2704,1815
,,2845,,,2822.333333,4,2891,1815
,,2845,,,3072.333333,7,3081,1329.333333
,,2842.5,,,3072.333333,7,3458,1329.333333
,,2842.5,,,3072.333333,5,3984,1329.333333
,,1878.333333,,,3082.666667,7,4502,2355.5
,,1878.333333,,,3082.666667,8,5428,2355.5
,,1878.333333,,,3082.666667,6,6382,2464
,,2782,,,4501,4,7288,2464
,,2782,,,4501,3,7930,1034
,,5596,,,2943.666667,4,8390,1034
,,1837.333333,,,2943.666667,4,8968,1034
,,1837.333333,,,2943.666667,4,9462,1034
,,1837.333333,,,4221,4,9814,1034
,,1832,,,4221,3,9952,1358.25
,,1832,,,4174.5,1,9865,1358.25
,,1832,,,4174.5,1,9802,1358.25
,,2708,,,2721.666667,1,9985,1358.25
,,2708,,,2721.666667,1,4558,1145.4
,,2637.5,,,2721.666667,3,4152,1145.4
,,2637.5,,,2691.333333,3,2357,1145.4
,,2592,,,2691.333333,2,2461,1145.4
,,2592,,,2691.333333,3,2474,1145.4
,,1714.333333,,,2645.333333,1,2963,961
,,1714.333333,,,2645.333333,3,3041,961
,,1714.333333,,,2645.333333,3,3132,961
,,1734.666667,,,4890,3,3249,961
,,1734.666667,,,1640.333333,4,3472,961
,,1734.666667,,,1640.333333,3,3861,961
,,4529,,,1640.333333,1,4138,1183.8
,,4394,,,1713.666667,3,4420,1183.8
,,4306,,,1713.666667,2,4716,1183.8
,,3493,,,1713.666667,1,4963,1183.8
,,1419,,,1336.5,1,5120,1183.8
,,1419,,,1336.5,1,5589,1594.5
,,902,,,1336.5,1,5972,1594.5
,,902,,,1336.5,1,6620,1594.5
,,902,,,1143.2,1,7490,1594.5
,,1348.5,,,1143.2,3,8099,2244.333333
,,1348.5,,,1143.2,2,8570,2244.333333
,,1354,,,1143.2,4,9338,2244.333333
,,1354,,,1143.2,4,9889,1859.25
,,2697,,,1546,2,10301,1859.25
,,2628,,,1546,3,10675,1859.25
,,2594,,,1546,2,10383,1859.25
,,2306,,,1546,1,10436,1558.8
,,2010,,,1361.4,1,8411,1558.8
,,2075,,,1361.4,1,6866,1558.8
,,738.3333333,,,1361.4,2,6412,1558.8
,,738.3333333,,,1361.4,2,795,1558.8
,,738.3333333,,,1361.4,2,1090,2556
,,2353,,,1523.4,3,1392,2556
,,499.4,,,1523.4,3,1796,2556
,,499.4,,,1523.4,2,2217,3764
,,499.4,,,1523.4,2,2534,3764
,,499.4,,,1523.4,1,2855,3677.5
,,499.4,,,1407.166667,3,3259,3677.5
,,526.8,,,1407.166667,3,3758,7197
,,526.8,,,1407.166667,2,4321,960.3333333
,,526.8,,,1407.166667,3,4810,960.3333333
,,526.8,,,1407.166667,3,5168,960.3333333
,,526.8,,,1407.166667,4,5611,1099.666667
,,717.75,,,2257.75,2,5825,1099.666667
,,717.75,,,2257.75,1,6291,1099.666667
,,717.75,,,2257.75,2,6392,760.4
,,717.75,,,2257.75,2,6579,760.4
,,756.75,,,3174.666667,3,6662,760.4
,,756.75,,,3174.666667,5,6770,760.4
,,756.75,,,3174.666667,4,7154,760.4
,,756.75,,,9800,1,7257,533.75
,,1101.333333,,,4397,3,7196,533.75
,,1101.333333,,,4392,1,6945,533.75
,,1101.333333,,,4702,3,6710,533.75
,,704,,,2451,1,6390,533.75
,,704,,,2451,2,6122,533.75
,,704,,,1280.25,2,5946,533.75
,,704,,,1280.25,1,5512,533.75
,,704,,,1280.25,2,5026,677
,,749.6,,,1280.25,1,4691,677
,,749.6,,,1690,1,4377,677
,,749.6,,,1690,1,3740,677
,,749.6,,,1690,1,2132,677
,,749.6,,,2556.5,4,2225,677
,,665.6666667,,,2556.5,5,2415,677
,,665.6666667,,,2679.5,2,2700,757.1428571
,,665.6666667,,,2679.5,3,2839,757.1428571
,,665.6666667,,,2773,4,3139,757.1428571
,,665.6666667,,,2773,3,3462,757.1428571
,,665.6666667,,,2038.333333,3,3744,757.1428571
,,2147.5,,,2038.333333,3,4037,757.1428571
,,2147.5,,,2038.333333,2,4582,757.1428571
,,955.4,,,1135.166667,2,5338,966.3333333
,,955.4,,,1135.166667,2,6455,966.3333333
,,955.4,,,1135.166667,3,6966,966.3333333
,,955.4,,,1135.166667,2,7212,966.3333333
,,955.4,,,1135.166667,1,7650,966.3333333
,,849.3333333,,,1135.166667,1,7664,966.3333333
,,849.3333333,,,1484.8,3,7836,1248
,,849.3333333,,,1484.8,2,7714,1248
,,849.3333333,,,1484.8,2,7522,1248
,,849.3333333,,,1484.8,2,7556,1248
,,849.3333333,,,1484.8,1,7527,1248
,,1818.333333,,,1621.2,2,7442,1330.8
,,1818.333333,,,1621.2,3,7414,1330.8
,,1818.333333,,,1621.2,2,7401,1330.8
,,1937.333333,,,1621.2,3,7204,1330.8
,,1937.333333,,,1621.2,2,7093,1330.8
,,1937.333333,,,2125.75,1,6855,1423.4
,,2924.5,,,2125.75,1,5936,1423.4
,,2924.5,,,2125.75,2,5646,1423.4
,,3085.5,,,2125.75,2,5388,1423.4
,,3085.5,,,2271,1,4952,1423.4
,,3142,,,2271,1,4746,1274.5
,,3142,,,2271,1,4652,1274.5
,,3121.5,,,2271,1,4371,1274.5
,,3121.5,,,3294,2,4127,1274.5
,,3114.5,,,3294,2,3967,1274.5
,,3114.5,,,3294,1,3916,1274.5
,,2056.333333,,,1750.333333,2,3908,1987.25
,,2056.333333,,,1750.333333,2,3800,1987.25
,,2056.333333,,,1750.333333,3,3726,1987.25
,,5907,,,1750.333333,3,3691,1987.25
,,5582,,,1750.333333,6,3789,2858.666667
,,1879,,,1750.333333,4,3877,2858.666667
,,1879,,,5770,6,4090,2858.666667
,,1215.333333,,,5770,10,4629,4441
,,1215.333333,,,3975.333333,5,5121,4441
,,1215.333333,,,3975.333333,5,5402,2969.666667
,,1812,,,3975.333333,5,5337,2969.666667
,,1812,,,4075.666667,4,5302,2969.666667
,,3529,,,4075.666667,5,5228,2973.333333
,,1728.5,,,4075.666667,4,5124,2973.333333
,,1728.5,,,3151,3,5058,2973.333333
,,3576,,,3151,1,4942,2286
,,3700,,,3151,2,4609,2286
,,3872,,,3151,1,4433,2286
,,936,,,6441,3,4417,2286
,,341,,,6441,2,4258,1325.5
,,341,,,12753,2,4217,1325.5
,,341,,,11593,1,4283,705
,,640,,,5304,2,4272,705
,,640,,,3890,1,4314,705
,,458.3333333,,,3802,1,4472,705
,,458.3333333,,,1344.333333,1,4549,836.75
,,458.3333333,,,1344.333333,1,4650,836.75
,,496.3333333,,,1344.333333,1,4460,836.75
,,496.3333333,,,4563,1,4099,836.75
,,496.3333333,,,1670,1,2520,1264.333333
,,544.3333333,,,1670,1,2663,1264.333333
,,544.3333333,,,1670,3,2940,1264.333333
,,544.3333333,,,2737.5,2,3353,848.8
,,258.7142857,,,2737.5,2,3747,848.8
,,258.7142857,,,2928.5,2,4078,848.8
,,258.7142857,,,2928.5,3,4392,848.8
,,258.7142857,,,3043,6,4563,848.8
,,258.7142857,,,3043,1,5069,841
,,258.7142857,,,6441,1,5561,841
,,258.7142857,,,6797,1,5920,841
,,512.25,,,7407,2,6267,841
,,512.25,,,7752,1,6523,841
,,512.25,,,7850,1,6607,841
,,512.25,,,2236.333333,5,6490,1539.25
,,278.25,,,2236.333333,4,6301,1539.25
,,278.25,,,2236.333333,4,6104,1539.25
,,278.25,,,3241,4,5922,1539.25
,,278.25,,,3241,4,5780,1817.75
,,278.25,,,6407,5,5723,1817.75
,,278.25,,,6698,4,5824,1817.75
,,278.25,,,7149,2,5862,1817.75
,,278.25,,,2346.666667,3,5904,987.75
,,624.75,,,2346.666667,3,5933,987.75
,,624.75,,,2346.666667,2,3191,987.75
,,624.75,,,2272,2,2959,987.75
,,624.75,,,2272,1,2940,987.75
,,1339,,,2272,3,2970,987.75
,,1339,,,2274.666667,1,3114,987.75
,,583.4,,,2274.666667,1,3281,987.75
,,583.4,,,2274.666667,5,3369,2867
,,583.4,,,6777,3,3549,2867
,,583.4,,,5322,2,3794,2867
,,583.4,,,5639,1,4135,3032.666667
,,332,,,6624,1,4263,3032.666667
,,332,,,6833,1,4986,3032.666667
,,332,,,6685,1,5377,9397
,,332,,,6481,1,5775,9609
,,332,,,6560,2,5963,1461
,,332,,,6543,3,5952,767.5
,,332,,,6473,1,5943,767.5
,,332,,,5751,3,5814,539.6666667
,,332,,,5428,2,5665,539.6666667
,,332,,,5478,2,5522,539.6666667
,,2140,,,5583,1,1344,623.6666667
,,1106.5,,,2848.5,3,1726,623.6666667
,,1106.5,,,2848.5,2,1818,623.6666667
,,2154,,,5651,3,2069,623.25
,,1069,,,5617,3,2280,623.25
,,1069,,,5455,1,2488,623.25
,,549.25,,,4056,1,2623,623.25
,,549.25,,,3934,1,2715,1475
,,549.25,,,2263.5,2,2377,1475
,,549.25,,,2263.5,2,2320,717.4
,,1109,,,4681,3,2340,717.4
,,1109,,,5588,3,2311,717.4
,,1096,,,6229,3,2293,717.4
,,1096,,,6614,1,2242,717.4
,,1125.5,,,2207.333333,3,2010,1105.75
,,1125.5,,,2207.333333,2,2007,1105.75
,,1130.5,,,2207.333333,1,1964,1105.75
,,1130.5,,,6559,2,1965,1105.75
,,762.3333333,,,6666,1,1955,1318.5
,,762.3333333,,,6583,1,882,1318.5
,,762.3333333,,,3119.5,1,907,1318.5
,,1215,,,3119.5,1,915,1318.5
,,1215,,,5940,1,712,1480.75
,,1202,,,2879,3,1009,1480.75
,,1202,,,2879,2,1245,1480.75
,,791,,,7600,5,1681,1480.75
,,791,,,7874,1,1984,819.125
,,791,,,4821,1,2229,819.125
,,399.3333333,,,3017.5,5,2368,819.125
,,399.3333333,,,3017.5,4,2531,819.125
,,399.3333333,,,2071.666667,7,2622,819.125
,,399.3333333,,,2071.666667,5,2971,819.125
,,399.3333333,,,2071.666667,5,3408,819.125
,,399.3333333,,,3231.5,3,3696,819.125
,,2450,,,3231.5,4,4232,981.8571429
,,874.3333333,,,3349.5,5,4546,981.8571429
,,874.3333333,,,3349.5,2,4637,981.8571429
,,874.3333333,,,6836,2,4744,981.8571429
,,2622,,,1730.25,3,4875,981.8571429
,,864.6666667,,,1730.25,3,4956,981.8571429
,,864.6666667,,,1730.25,2,5039,981.8571429
,,864.6666667,,,1730.25,2,5252,1170.666667
,,488.4,,,1766,2,5496,1170.666667
,,488.4,,,1766,2,5689,1170.666667
,,488.4,,,1766,2,6100,1170.666667
,,488.4,,,1766,3,6657,1170.666667
,,488.4,,,1196,3,7255,1170.666667
,,816,,,1196,3,7619,3637.5
,,816,,,1196,2,7934,3637.5
,,816,,,1196,3,8018,1833.25
,,826.6666667,,,1196,3,8130,1833.25
,,826.6666667,,,1196,3,8175,1833.25
,,826.6666667,,,953.375,1,7921,1833.25
,,1208,,,953.375,1,5831,7175
,,1208,,,953.375,1,3096,7000
,,2341,,,953.375,1,3080,6733
,,761.3333333,,,953.375,2,3239,6795
,,761.3333333,,,953.375,2,3720,6874
,,761.3333333,,,953.375,3,4083,3428
,,568.5,,,953.375,2,4649,3428
,,568.5,,,1354.5,2,5344,6899
,,568.5,,,1354.5,1,5522,4231
,,568.5,,,1354.5,2,5566,1215.333333
,,789.3333333,,,1354.5,1,5854,1215.333333
,,789.3333333,,,1354.5,2,6183,1215.333333
,,789.3333333,,,1354.5,2,6511,1767
,,1244.5,,,1438.333333,2,6594,1767
,,1244.5,,,1438.333333,1,5748,3953
,,649.5,,,1438.333333,1,5642,4358
,,649.5,,,1438.333333,1,5434,4543
,,649.5,,,1438.333333,1,4624,4516
,,649.5,,,1438.333333,1,3377,4594
,,1337,,,1118.625,2,1346,2287.5
,,1337,,,1118.625,2,1313,2287.5
,,922,,,1118.625,1,1425,2349
,,922,,,1118.625,2,1584,2349
,,922,,,1118.625,1,1722,2495
,,1403.5,,,1118.625,3,1953,2495
,,1403.5,,,1118.625,1,2157,2768.5
,,1483,,,1118.625,1,2826,2768.5
