drive conversion,somatic fitness,germline resistance,embryo resistance,eliminated,genetic load,efficiency decline coefficient,zero frequency relative increase rate,maximum drive frequency,linear regression loss,suppressed without chasing rate,suppressed with chasing rate,long term chasing rate,equilibrium rate,loss drive rate,short term chasing rate,intermediate chasing rate,duration of chasing,suppressed time,average fertile females,suppressed rate,chasing rate
0.8,0.85,0,0.7,0,0.822875525,0.452894341,0.302273076,0.667425156,0.007874174,0,0,1,0,0,0,0,338.1,,2493.158978,0,1
0.5,0.5,0.45,0.9,1,0.019158434,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.55,0.4,0.4,0,0.215119337,2.279125565,0.249755953,0.109584113,0.002985828,0,0,0,0,1,0,0,,,,0,0
0.6,0.7,0.4,1,0,0.153708962,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,1,0,1,0,0.829334538,0.346226535,0.219025431,0.632607292,0.018005583,0,0,1,0,0,0,0,335.6,,2801.857487,0,1
0.5,0.65,0.4,0.1,0,0.284917125,1.647968949,0.282808365,0.171610251,0.002746482,0,0,0,0,1,0,0,,,,0,0
0.8,0.9,0,0.6,0,0.850352562,0.54600543,0.376168089,0.688945692,0.01415564,0,0,1,0,0,0,0,338.85,,1972.862138,0,1
0.7,0.9,0.3,0.1,0,0.761409925,1.035980546,0.559499433,0.540067509,0.001245435,0,0,1,0,0,0,0,344.05,,2671.548152,0,1
0.65,0.85,0.35,0.3,0,0.647153188,0.948610958,0.393116598,0.414412879,0.00258281,0,0,1,0,0,0,0,341.55,,4583.326492,0,1
0.65,0.8,0.35,0.7,0,0.47662585,0.758176858,0.215953445,0.284832546,0.00425578,0,0,0.7,0,0.3,0,0,314.6428571,,8295.554338,0,0.7
0.5,0.8,0.35,0.1,0,0.441040725,1.139728096,0.332405481,0.291653318,0.001592808,0,0,0.6,0,0.4,0,0,339.3333333,,9780.887196,0,0.6
0.6,0.85,0.35,0.7,0,0.4313072,0.891507063,0.218221147,0.244777811,0.004128994,0,0,0.05,0,0.95,0,0,307,,9259.233846,0,0.05
0.85,0.85,0,0.2,0,0.915537688,0.689510921,0.583663883,0.846489686,0.001407572,0.05,0.25,0.65,0,0.05,0.05,0.2,275.4210526,748.6,1771.047402,0.3,0.9
0.75,0.75,0.15,0.9,0,0.570408925,0.550625814,0.188089092,0.341591489,0.007820917,0,0,1,0,0,0,0,316.8,,6890.838958,0,1
0.85,0.8,0,0.3,0,0.908710325,0.628847662,0.517186664,0.822435536,0.003834096,0,0,1,0,0,0,0,340.8,,1688.167586,0,1
0.6,0.9,0.35,0.6,0,0.5350293,0.823648239,0.262231582,0.318378125,0.004246254,0,0,1,0,0,0,0,326,,6889.398928,0,1
0.85,0.8,0,0.1,0,0.922066325,0.648353522,0.589712466,0.909553887,0.000940599,0.2,0.45,0.35,0,0,0.05,0.4,248.6875,451,1586.333158,0.65,0.8
0.6,0.8,0.35,0.5,0,0.4681519,0.917700384,0.260783643,0.28417079,0.003169569,0,0,0.4,0,0.6,0,0,327.125,,8664.323234,0,0.4
0.8,0.6,0.05,0.5,0,0.701046775,0.543311517,0.289250657,0.532384549,0.003360505,0,0,1,0,0,0,0,336.4,,4521.753821,0,1
0.65,0.9,0.3,0.9,0,0.481040113,0.607759064,0.170644419,0.280776428,0.007268897,0,0,0.95,0,0.05,0,0,302.2631579,,7691.715557,0,0.95
0.5,0.75,0.4,0.8,0,0.149927538,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.4,0.1,0,0.3739839,1.478088728,0.325546263,0.22024812,0.00224256,0,0,0,0,1,0,0,,,,0,0
0.85,0.75,0,0.4,0,0.890911175,0.566240978,0.443206196,0.782716569,0.005939305,0,0,1,0,0,0,0,339.65,,1929.21674,0,1
0.5,0.7,0.4,0.8,0,0.104545244,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.7,0,0.5,0,0.871125062,0.518583481,0.370126758,0.713726472,0.00616021,0,0,1,0,0,0,0,337.5,,2290.159058,0,1
0.6,0.6,0.4,0.6,0,0.202242613,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.6,0.1,0.1,0,0.784868263,0.646367791,0.426023067,0.659103181,0.001522745,0,0,1,0,0,0,0,340.4,,2942.054711,0,1
0.65,0.95,0.3,1,0,0.456532963,0.592282073,0.158429179,0.267489404,0.007011656,0,0,0.95,0,0.05,0,0,298.3684211,,7992.664129,0,0.95
0.8,0.5,0.05,0.5,0,0.578852775,0.681487568,0.2660778,0.390436762,0.002693624,0,0,1,0,0,0,0,333.35,,7596.582112,0,1
0.5,0.6,0.4,0.2,0,0.209813325,3.043862872,0.320168058,0.105184784,0.003312691,0,0,0,0,1,0,0,,,,0,0
0.85,0.6,0,0.6,0,0.787127325,0.479605443,0.29157431,0.607946208,0.005576994,0,0,1,0,0,0,0,335.45,,3609.320296,0,1
0.75,0.6,0.25,0.9,0,0.301911588,1.002151428,0.179197209,0.178812507,0.004845388,0,0,0,0,1,0,0,,,,0,0
0.65,1,0.3,1,0,0.54072975,0.45151655,0.147473379,0.326617881,0.009028961,0,0,1,0,0,0,0,297.2,,6224.031514,0,1
0.7,0.85,0.3,0.7,0,0.640032,0.673176004,0.266919609,0.396507908,0.005067186,0,0,1,0,0,0,0,337.75,,5296.964605,0,1
0.65,0.85,0.35,0,0,0.683854838,1.062268139,0.514567538,0.484404568,0.000932254,0,0,1,0,0,0,0,343.8,,3687.772755,0,1
0.6,0.6,0.4,0.2,0,0.34691905,1.443378327,0.29026675,0.201102333,0.003476106,0,0,0,0,1,0,0,,,,0,0
0.65,1,0.3,0,0,0.743614438,1.07529498,0.600833008,0.558761102,0.001843114,0,0,1,0,0,0,0,345.35,,2540.873816,0,1
0.7,0.9,0.3,0.2,0,0.749314863,0.847237065,0.471695669,0.55674579,0.001641919,0,0,1,0,0,0,0,343.4,,2828.072441,0,1
0.6,0.95,0.35,1,0,0.343523,0.94438551,0.168431445,0.178350307,0.004566621,0,0,0,0,1,0,0,,,,0,0
0.6,0.75,0.4,1,0,0.169870325,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.9,0.3,1,0,0.541406237,0.465954221,0.15286124,0.328060641,0.009884776,0,0,1,0,0,0,0,302.65,,6368.779143,0,1
0.5,0.55,0.4,0,0,0.228079375,2.410355597,0.28627435,0.118768513,0.002930324,0,0,0,0,1,0,0,,,,0,0
0.55,0.5,0.4,1,0,0.01766457,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.75,0.4,0.9,0,0.159236675,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.75,0.4,0.7,0,0.184043788,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.9,0.3,0.7,0,0.597278587,0.748263391,0.260178813,0.347710199,0.004734207,0,0,1,0,0,0,0,335.05,,6003.343057,0,1
0.5,1,0.35,0.9,0,0.260325088,0.66241065,0.09303469,0.140448663,0.002290515,0,0,0,0,1,0,0,,,,0,0
0.55,1,0.45,0.2,0,0.608861725,1.116789846,0.430709025,0.385667031,0.003506257,0,0,1,0,0,0,0,342.55,,4926.708942,0,1
0.55,0.7,0.4,0.8,0,0.173190712,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.65,0.4,0.4,0,0.201815625,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,1,0.3,0.1,0,0.7413478,1.004958483,0.54954653,0.546835058,0.001117501,0,0,1,0,0,0,0,344.7,,2659.290042,0,1
0.85,0.9,0,0.2,0,0.911449375,0.707899401,0.610965629,0.863068436,0.002746746,0,0.25,0.75,0,0,0.05,0.2,289,789.5,1454.166739,0.25,1
0.85,0.65,0,0.6,0,0.816776188,0.448210764,0.302241635,0.674329265,0.008450759,0,0,1,0,0,0,0,336.05,,3006.072181,0,1
0.5,0.8,0.35,0,0,0.47292895,1.127239835,0.369528965,0.327817518,0.001576022,0,0,0.85,0,0.15,0,0,340.8823529,,8974.58476,0,0.85
0.6,0.55,0.4,0.3,0,0.234681988,2.325001533,0.304415316,0.130931233,0.004116349,0,0,0,0,1,0,0,,,,0,0
0.55,1,0.45,0.1,0,0.6141393,1.213322548,0.494388685,0.407466824,0.001413931,0,0,1,0,0,0,0,343.85,,4643.759699,0,1
0.65,0.7,0.35,1,0,0.19688485,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.85,0.3,0.8,0,0.477733825,0.701347326,0.185726055,0.264813236,0.005630144,0,0,0.9,0,0.1,0,0,309.8888889,,7889.724195,0,0.9
0.55,0.8,0.4,1,0,0.15624715,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.4,1,0,0.1262362,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.9,0.05,0.2,0,0.8718061,0.714901477,0.562635313,0.787010981,0.002466948,0,0,1,0,0,0,0,343.5,,1539.888465,0,1
0.55,0.7,0.4,0.9,0,0.137087736,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.85,0.35,0.4,0,0.627838063,0.875175217,0.346477779,0.395895328,0.002301075,0,0,1,0,0,0,0,340.45,,5099.592572,0,1
0.75,1,0.25,0.6,0,0.809972325,0.610809383,0.368080095,0.602610414,0.008908584,0,0,1,0,0,0,0,340,,2308.878255,0,1
0.85,0.75,0,0.5,0,0.883682875,0.504395337,0.381039316,0.755437824,0.005692011,0,0,1,0,0,0,0,339.35,,2127.732606,0,1
0.55,0.75,0.4,1,0,0.120339756,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.7,0,0.6,0,0.850132162,0.466452172,0.314402273,0.674028962,0.006835444,0,0,1,0,0,0,0,336.95,,2586.887518,0,1
0.5,0.6,0.4,1,0,0.02361215,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.65,0,0.5,0,0.845294038,0.478100357,0.337255205,0.705406722,0.011185933,0,0,1,0,0,0,0,337.2,,2614.80868,0,1
0.8,0.7,0.1,0,0,0.839012863,0.729253095,0.537735837,0.73737889,0.003970995,0,0,1,0,0,0,0,342.15,,2047.203019,0,1
0.85,0.7,0,0,0,0.936434025,0.596619103,0.564246722,0.945740289,0.001031398,1,0,0,0,0,0,0,,34.8,,1,0
0.75,0.65,0.25,0.8,0,0.465231337,0.796917212,0.207485978,0.260360769,0.004210786,0,0,0.65,0,0.35,0,0,312.2307692,,9440.658951,0,0.65
0.5,0.9,0.35,0.6,0,0.361364863,1.280575026,0.244879621,0.191226298,0.002866176,0,0,0,0,1,0,0,,,,0,0
0.75,0.7,0.25,0.8,0,0.5238667,0.650737846,0.206298838,0.31702296,0.005168424,0,0,1,0,0,0,0,317.9,,7437.319277,0,1
0.75,0.75,0.25,0.7,0,0.630129838,0.606611009,0.248899863,0.410312142,0.005992186,0,0,1,0,0,0,0,337.4,,5483.190588,0,1
0.8,0.75,0.05,0.4,0,0.825056488,0.565814401,0.390645274,0.690412392,0.004841186,0,0,1,0,0,0,0,339.95,,2314.432934,0,1
0.6,0.65,0.4,1,0,0.106565713,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.5,0.1,0.2,0,0.6700935,0.666042547,0.337258628,0.506361988,0.003192056,0,0,1,0,0,0,0,337.25,,5185.855698,0,1
0.5,0.8,0.45,0.2,0,0.384671312,1.476997951,0.328897751,0.222679897,0.002267341,0,0,0,0,1,0,0,,,,0,0
0.8,0.85,0.05,0.3,0,0.857785075,0.658789115,0.493270509,0.748753277,0.002507254,0,0,1,0,0,0,0,341.85,,1712.432392,0,1
0.7,0.9,0.3,0.4,0,0.7328333,0.776087666,0.398136481,0.513004521,0.003466764,0,0,1,0,0,0,0,341.45,,3237.04027,0,1
0.5,0.7,0.4,0.6,0,0.184698775,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.55,0,0.7,0,0.661097125,0.508174032,0.240498186,0.473259495,0.004146425,0,0,1,0,0,0,0,333.2,,5577.513625,0,1
0.75,0.7,0.15,1,0,0.39359395,0.686632954,0.150679293,0.219446637,0.005998883,0,0,0.25,0,0.75,0,0,298.4,,10973.85903,0,0.25
0.7,0.8,0.3,0.9,0,0.471938575,0.724641462,0.195284781,0.269491591,0.005686813,0,0,1,0,0,0,0,301.9,,8229.70164,0,1
0.85,0.5,0,0.7,0,0.595613738,0.597070575,0.234280091,0.392382577,0.003514012,0,0,1,0,0,0,0,332.1,,7327.201643,0,1
0.8,0.7,0.05,0.5,0,0.793797813,0.533237937,0.328546919,0.61613568,0.004430886,0,0,1,0,0,0,0,337.8,,3017.307176,0,1
0.7,0.9,0.3,0.3,0,0.739280088,0.834599557,0.445094627,0.533303216,0.00266176,0,0,1,0,0,0,0,342.45,,3016.088354,0,1
0.8,0.75,0,0.9,0,0.694943013,0.429002809,0.206782471,0.482007266,0.009873701,0,0,1,0,0,0,0,333.95,,4833.259284,0,1
0.7,0.9,0.3,0.6,0,0.70109885,0.687050162,0.313417267,0.456178143,0.004689469,0,0,1,0,0,0,0,338.95,,3884.344297,0,1
0.7,0.9,0.3,0.8,0,0.644302388,0.549390404,0.221790133,0.403702234,0.008234536,0,0,1,0,0,0,0,334.7,,4992.991833,0,1
0.75,0.8,0.15,1,0,0.535599213,0.445767069,0.150835491,0.33837289,0.009266922,0,0,1,0,0,0,0,307.9,,6692.175276,0,1
0.85,0.55,0,0.6,0,0.723375662,0.50722111,0.275205463,0.542574938,0.003224053,0,0,1,0,0,0,0,334.7,,4564.461149,0,1
0.5,1,0.3,0,0,0.571840763,1.043125488,0.472783502,0.453237418,0.001882613,0,0,1,0,0,0,0,343.2,,5513.429495,0,1
0.5,0.55,0.4,0.5,0,0.08007887,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.95,0,0.2,0,0.915141738,0.725542891,0.625372801,0.861937742,0.001934864,0,0.5,0.5,0,0,0.05,0.45,225.25,568.7,1452.299747,0.5,1
0.9,0.6,0,0,0,0.965348338,0.537314673,0.534630067,0.995003661,0.000886183,0.95,0.05,0,0,0,0.05,0,9,32.8,1571.375,1,0.05
0.5,0.8,0.4,0.8,0,0.180146212,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.7,0.85,0.3,1,0,0.46245215,0.55213526,0.153272867,0.277600215,0.00873147,0,0,1,0,0,0,0,300.05,,8261.218402,0,1
0.5,0.65,0.4,0.7,0,0.102902796,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.75,0.7,0.15,0.9,0,0.472920288,0.710886464,0.195542196,0.27506811,0.006402771,0,0,0.9,0,0.1,0,0,305.1666667,,8580.316685,0,0.9
0.5,0.5,0.5,0.4,0,0.058488685,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.65,0.4,0.9,0,0.100373179,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.9,0,0.1,0,0.917814713,0.74892348,0.658962748,0.879879942,0.000746542,0.2,0.75,0.05,0,0,0.2,0.55,140.6875,174.65,1475.420687,0.95,0.8
0.85,0.75,0,0.6,0,0.874126187,0.500605582,0.349858755,0.698871061,0.010636186,0,0,1,0,0,0,0,338.2,,2315.405413,0,1
0.8,1,0.05,0.1,0,0.875320588,0.769367722,0.647560845,0.841679247,0.003265761,0,0,1,0,0,0,0,345,,1207.898317,0,1
0.85,0.9,0,0.3,0,0.912548562,0.679635053,0.562782275,0.828065403,0.009608809,0,0.1,0.9,0,0,0,0.1,321.75,917.15,1570.508401,0.1,1
0.5,0.6,0.4,0.6,0,0.100769869,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.8,0.05,0.4,0,0.84356575,0.608090427,0.419367655,0.689646861,0.003454841,0,0,1,0,0,0,0,340.3,,2089.710349,0,1
0.85,0.65,0,0.7,0,0.782619262,0.439107039,0.267359232,0.608870294,0.00778723,0,0,1,0,0,0,0,334.9,,3484.728564,0,1
0.8,0.8,0,0.9,0,0.741428525,0.3874219,0.207759003,0.536260349,0.00932687,0,0,1,0,0,0,0,334.65,,4016.342421,0,1
0.75,0.75,0.25,0.8,0,0.593993312,0.608592315,0.222684119,0.365900313,0.005244682,0,0,1,0,0,0,0,330.35,,6274.049157,0,1
0.65,0.5,0.35,0.9,0,0.091107377,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.85,0.4,0.9,0,0.165889313,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.9,0.4,1,0,0.160050688,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.8,0,0.5,0,0.891751863,0.532477331,0.405361114,0.761273936,0.006582228,0,0,1,0,0,0,0,340.2,,1951.516149,0,1
0.85,1,0,0.1,0,0.9134923,0.828465523,0.729492014,0.880533944,0.001308619,0.4,0.6,0,0,0,0.15,0.45,101.6666667,92.8,1214.817852,1,0.6
0.7,0.9,0.3,0.5,0,0.719866075,0.741235394,0.356805568,0.48136607,0.003552746,0,0,1,0,0,0,0,340.6,,3555.518116,0,1
0.8,0.55,0.1,0.2,0,0.738182,0.658355113,0.362983854,0.551349639,0.003429546,0,0,1,0,0,0,0,337.85,,4055.664494,0,1
0.5,0.65,0.4,0.8,0,0.072975414,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.55,0.6,0.4,0.8,0,0.087062846,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.65,0.6,0.35,0.8,0,0.200037688,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.55,0.05,0.6,0,0.585497763,0.631333001,0.254100356,0.402482297,0.00264068,0,0,1,0,0,0,0,333.75,,6980.485549,0,1
0.7,0.9,0.3,0.7,0,0.667916038,0.591744708,0.261566475,0.442025879,0.006473036,0,0,1,0,0,0,0,338,,4404.712324,0,1
0.9,0.5,0,0.1,0,0.944685263,0.403589929,0.401906146,0.995827984,0.006038419,0.1,0,0.9,0,0,0,0,336.4444444,904.5,2466.749965,0.1,0.9
0.8,0.65,0.1,0.1,0,0.813923075,0.681275433,0.467759311,0.686593539,0.002579744,0,0,1,0,0,0,0,340.8,,2499.981581,0,1
0.85,0.7,0,0.7,0,0.824808925,0.417347196,0.275822703,0.660895066,0.013895197,0,0,1,0,0,0,0,335.45,,2942.745733,0,1
0.8,0.75,0.05,0.5,0,0.81335715,0.532918188,0.346831752,0.650816129,0.006304069,0,0,1,0,0,0,0,338.75,,2604.689026,0,1
0.8,0.5,0.05,0.6,0,0.532157263,0.68394842,0.23311367,0.340835161,0.004424714,0,0,1,0,0,0,0,324.85,,8896.002218,0,1
0.5,0.75,0.4,0.9,0,0.105837646,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.85,0,0.5,0,0.894407813,0.546329293,0.428857569,0.784980002,0.003453578,0,0,1,0,0,0,0,340.3,,1842.660099,0,1
0.85,0.85,0,0.3,0,0.913603213,0.663138916,0.539972112,0.814266965,0.002039159,0,0.05,0.95,0,0,0.05,0,325.65,953.45,1680.266255,0.05,1
0.8,0.95,0.05,0.2,0,0.877730537,0.757403287,0.593651647,0.783798614,0.004016031,0,0,1,0,0,0,0,343.85,,1451.231386,0,1
0.8,0.6,0.05,0.6,0,0.642483312,0.570451533,0.263769129,0.462386572,0.003528484,0,0,1,0,0,0,0,335.7,,5451.227005,0,1
0.85,0.8,0,0.4,0,0.900828188,0.574873305,0.45683742,0.794674959,0.002844013,0,0,1,0,0,0,0,341.05,,1853.832568,0,1
0.85,0.75,0,0.7,0,0.859725975,0.443691949,0.296055288,0.667254135,0.006318904,0,0,1,0,0,0,0,336.5,,2565.909367,0,1
0.6,0.6,0.4,0.3,0,0.293423937,1.530137295,0.273107477,0.178485603,0.003409868,0,0,0,0,1,0,0,,,,0,0
0.9,0.55,0,0.1,0,0.942403725,0.462072845,0.44241291,0.957452736,0.004260839,0.05,0,0.95,0,0,0,0,335.8421053,952.75,2244.334198,0.05,0.95
0.75,0.8,0.15,0.9,0,0.62056995,0.507906916,0.197461989,0.388775941,0.007644281,0,0,1,0,0,0,0,326.55,,5696.249864,0,1
0.85,0.6,0,0.8,0,0.693383713,0.481718893,0.230418389,0.478325415,0.005735035,0,0,1,0,0,0,0,333.6,,5328.456441,0,1
0.55,1,0.45,0,0,0.63066185,1.330980578,0.546849432,0.410862067,0.001205403,0,0,1,0,0,0,0,344.5,,4342.584197,0,1
0.6,0.65,0.4,0,0,0.490479025,1.283587093,0.374138277,0.291478684,0.002118112,0,0,1,0,0,0,0,339.55,,9342.675579,0,1
0.65,0.65,0.35,0.9,0,0.19722945,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.95,0,0.3,0,0.907856875,0.730472819,0.60198417,0.824102081,0.001316128,0,0.1,0.9,0,0,0,0.1,323.85,918.65,1504.655773,0.1,1
0.6,0.9,0.35,0.9,0,0.35340545,0.92897189,0.177627846,0.191209064,0.005163764,0,0,0,0,1,0,0,,,,0,0
0.65,1,0.3,0.9,0,0.583048937,0.44736189,0.17370409,0.388285398,0.008819392,0,0,1,0,0,0,0,315.85,,5208.231792,0,1
0.9,0.65,0,0,0,0.963194013,0.559845397,0.559956137,1.000197804,0.000626819,1,0,0,0,0,0,0,,31.8,,1,0
0.6,0.65,0.4,0.1,0,0.449153063,1.317011156,0.347624389,0.263949464,0.003059985,0,0,0.4,0,0.6,0,0,338.25,,10222.25198,0,0.4
0.85,0.9,0,0.4,0,0.90774545,0.633001763,0.514504587,0.812801191,0.005091373,0.05,0,0.95,0,0,0,0,341.2631579,952.95,1605.987988,0.05,0.95
0.85,0.65,0,0.8,0,0.74454315,0.420564439,0.233500136,0.555206561,0.008244213,0,0,1,0,0,0,0,334.85,,4195.354253,0,1
0.7,0.95,0.3,0,0,0.781726113,1.04941791,0.614672614,0.5857272,0.001491091,0,0,1,0,0,0,0,345.1,,2304.870742,0,1
0.5,0.95,0.35,0.7,0,0.354641625,0.942776762,0.172269127,0.182725258,0.00353326,0,0,0,0,1,0,0,,,,0,0
0.85,0.5,0,0.8,0,0.546825963,0.640784018,0.219045251,0.341839441,0.004612206,0,0,1,0,0,0,0,322.75,,8685.040269,0,1
0.85,0.55,0,0.8,0,0.59945965,0.565819107,0.223968767,0.395831043,0.004775714,0,0,1,0,0,0,0,330.95,,6868.886896,0,1
0.85,0.6,0,0.4,0,0.842183875,0.480102819,0.3459579,0.72059127,0.00517601,0,0,1,0,0,0,0,337.45,,2684.241498,0,1
0.6,0.55,0.4,0.2,0,0.266589313,1.7397687,0.274756468,0.157927009,0.002782975,0,0,0,0,1,0,0,,,,0,0
0.8,0.85,0,0.9,0,0.766087725,0.332108173,0.202782551,0.610591871,0.008726529,0,0,1,0,0,0,0,334.2,,3315.377644,0,1
0.75,0.8,0.25,0.7,0,0.68973355,0.614135671,0.271272411,0.441714142,0.004550011,0,0,1,0,0,0,0,337.75,,4488.40964,0,1
0.9,0.6,0,0.1,0,0.947194562,0.51134471,0.484745499,0.94798184,0.001595175,0.15,0.05,0.75,0,0.05,0,0.05,307.5882353,813.8,2298.260682,0.2,0.8
0.85,1,0,0,0,0.91267855,0.86899999,0.779482174,0.896987553,0.00159634,0.95,0.05,0,0,0,0.05,0,11,36.95,578.4411765,1,0.05
0.75,0.95,0.25,0.4,0,0.810610688,0.740043468,0.456792915,0.617251465,0.006161873,0,0,1,0,0,0,0,341.85,,2277.474243,0,1
0.8,0.95,0,0.8,0,0.838197925,0.431334834,0.287595471,0.666756887,0.012711986,0,0,1,0,0,0,0,337.5,,2299.328884,0,1
0.6,0.65,0.4,0.7,0,0.208276725,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.7,0,1,0,0.55895745,0.456479357,0.160649336,0.351931219,0.008514899,0,0,1,0,0,0,0,314.8,,6981.432751,0,1
0.85,0.7,0,0.8,0,0.793464975,0.385295664,0.235796507,0.611988479,0.011311502,0,0,1,0,0,0,0,334.65,,3458.319256,0,1
0.85,0.8,0,0.7,0,0.865025775,0.436529765,0.313697946,0.718617541,0.011167258,0,0,1,0,0,0,0,336.7,,2285.853666,0,1
0.7,0.9,0.3,0.9,0,0.618706738,0.512400653,0.18640749,0.363792452,0.008521157,0,0,1,0,0,0,0,325.35,,5641.138879,0,1
0.8,0.9,0,0.9,0,0.8008625,0.379769826,0.233813838,0.6156725,0.013402626,0,0,1,0,0,0,0,334.2,,2869.887791,0,1
0.6,0.85,0.35,0,0,0.632235563,1.108508773,0.485113042,0.437626706,0.001834289,0,0,1,0,0,0,0,343.25,,4702.047942,0,1
0.7,0.95,0.3,0.8,0,0.696284338,0.534075479,0.230111036,0.430858642,0.007903315,0,0,1,0,0,0,0,337.15,,4300.578488,0,1
0.5,0.85,0.45,0.3,0,0.406192887,1.356380082,0.313524997,0.231148335,0.002761052,0,0,0,0,1,0,0,,,,0,0
0.8,0.65,0.05,0.6,0,0.720583375,0.540378095,0.276782357,0.512201289,0.003335692,0,0,1,0,0,0,0,337.65,,4332.621527,0,1
0.5,0.6,0.4,0.9,1,0.028579819,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.85,0,0.6,0,0.892232412,0.534979723,0.397409304,0.742849285,0.003827757,0,0,1,0,0,0,0,339.2,,1916.150371,0,1
0.85,0.5,0,0.5,0,0.696115762,0.543719186,0.280745002,0.516341908,0.003118133,0,0,1,0,0,0,0,334.15,,4924.206483,0,1
0.55,0.65,0.4,0,0,0.398726613,1.354608177,0.333178542,0.245959347,0.002523504,0,0,0,0,1,0,0,,,,0,0
0.85,0.75,0,0.2,0,0.912705037,0.594679363,0.514623616,0.865379982,0.003359859,0,0.05,0.95,0,0,0.05,0,324.6,953.3,1841.019126,0.05,1
0.6,0.6,0.4,0.5,0,0.218633213,1.977666494,0.241767035,0.122248638,0.003056498,0,0,0,0,1,0,0,,,,0,0
0.85,0.75,0,0.8,0,0.827182912,0.418992103,0.267635199,0.63875953,0.014281375,0,0,1,0,0,0,0,335.95,,2982.28078,0,1
0.55,0.6,0.4,0.9,0,0.058196136,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.6,0.6,0.4,1,0,0.069748127,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.5,0.8,0.4,1,0,0.08506582,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.9,0.7,0,0,0,0.960384062,0.621071225,0.605870109,0.975524359,0.001030485,0.95,0.05,0,0,0,0.05,0,9,31.5,2281.090909,1,0.05
0.65,0.9,0.35,0.6,0,0.609973513,0.72082804,0.277039006,0.384334392,0.005049895,0,0,1,0,0,0,0,338.5,,5382.14343,0,1
0.55,0.55,0.4,1,0,0.023425764,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.75,0.1,0,0,0.859365613,0.770498114,0.567000104,0.735887725,0.009294623,0,0,1,0,0,0,0,343.15,,1884.779872,0,1
0.6,0.85,0.35,0.1,0,0.62011895,1.022731994,0.435044207,0.425374594,0.001753543,0,0,1,0,0,0,0,343.1,,5125.173117,0,1
0.75,0.8,0.25,0.8,0,0.658566087,0.539532452,0.219897149,0.407569828,0.006882474,0,0,1,0,0,0,0,334.7,,5150.129178,0,1
0.5,0.5,0.45,1,1,0.016140311,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.8,0.6,0.1,0.2,0,0.76566225,0.610061644,0.387982523,0.635972654,0.002213724,0,0,1,0,0,0,0,338.9,,3273.360951,0,1
0.5,0.8,0.4,0.9,0,0.14271646,0,0,0,1,0,0,0,0,1,0,0,,,,0,0
0.85,0.55,0,0.5,0,0.761239263,0.5018076,0.298045994,0.593944759,0.003421411,0,0,1,0,0,0,0,335.2,,3801.442243,0,1
0.8,0.8,0,1,0,0.67666695,0.359595944,0.169769152,0.472110865,0.013154739,0,0,1,0,0,0,0,331.45,,4898.540587,0,1
