df_cluster,df_popsize,df_popsize_per_cluster,dv_cluster,dv_popsize,dv_popsize_per_cluster,of_cluser,of_popsize,of_popsize_per_cluster,ov_cluster,ov_popsize,ov_popsize_per_cluster
1,8398,1517.5,2,7468,2202,1,4103,1043,1,1922,1511
1,8826,1517.5,2,7344,2202,2,4434,2105,1,1963,1116
1,8733,2017,1,7021,2509,2,4606,2276,1,2070,1116
1,8065,2017,1,6414,2509,2,4847,2360,1,2251,1116
1,8060,862,1,3208,5022,2,5085,1227,1,2414,1237
1,7739,899,1,2641,4846,2,5371,1227,1,2568,1237
1,7621,1164,1,2943,2245,1,5491,1315,1,2639,1237
1,6581,1851,1,3312,1362,1,5716,1315,2,2700,1375.333333
1,5718,2640,1,3499,1362,1,5854,1403.5,2,2657,1375.333333
1,5355,3830,1,3809,3188,1,6149,1403.5,3,2618,1375.333333
1,4571,2673.5,1,3658,935.25,2,6350,1013,3,2671,1485.666667
2,3843,2673.5,1,3813,935.25,1,6661,1013,3,2749,1485.666667
1,3077,6653,2,3567,935.25,1,6881,1013,3,2858,1485.666667
1,610,8715,2,4175,935.25,1,7070,1127.333333,3,3054,4826
1,723,10740,2,4757,2304,1,7283,1127.333333,3,3303,2630.5
1,797,11933,3,5258,2304,1,7277,1127.333333,1,3693,2630.5
1,669,13298,2,5973,1962.666667,1,7123,1202.666667,2,4120,2740.5
1,563,6991.5,2,6506,1962.666667,1,7012,1202.666667,2,4664,2740.5
